pl_name,hostname,hip_name,sy_pnum
"Kepler-26 d","Kepler-26",,4
"WASP-188 b","WASP-188",,1
"Kepler-148 b","Kepler-148",,3
"TOI-5205 b","TOI-5205",,1
"Kepler-150 e","Kepler-150",,5
"TOI-5210 b","TOI-5210",,1
"TOI-5218 b","TOI-5218",,1
"Kepler-167 c","Kepler-167",,4
"Kepler-426 b","Kepler-426",,1
"Kepler-80 d","Kepler-80",,6
"TOI-5232 b","TOI-5232",,1
"TOI-5238 b","TOI-5238",,1
"Kepler-176 d","Kepler-176",,4
"Kepler-178 c","Kepler-178",,3
"Kepler-186 b","Kepler-186",,5
"TOI-5261 b","TOI-5261",,1
"Kepler-207 c","Kepler-207",,3
"Kepler-62 e","Kepler-62",,5
"WASP-154 b","WASP-154",,1
"Kepler-33 e","Kepler-33",,5
"TOI-5293 A b","TOI-5293 A",,1
"Kepler-218 d","Kepler-218",,3
"TOI-5300 b","TOI-5300",,1
"TOI-5301 b","TOI-5301",,1
"Kepler-219 d","Kepler-219",,3
"Kepler-223 e","Kepler-223",,4
"TOI-5319 b","TOI-5319",,1
"TOI-5322 b","TOI-5322",,1
"Kepler-224 b","Kepler-224",,4
"Kepler-228 b","Kepler-228",,3
"TOI-5340 b","TOI-5340",,1
"TOI-5344 b","TOI-5344",,1
"Kepler-235 e","Kepler-235",,4
"TOI-5349 b","TOI-5349",,1
"TOI-5350 b","TOI-5350",,1
"Kepler-53 c","Kepler-53",,3
"Kepler-238 c","Kepler-238",,5
"Kepler-244 c","Kepler-244",,3
"WASP-197 b","WASP-197",,1
"TOI-5386 A b","TOI-5386 A",,1
"TOI-5388.01","TOI-5388",,1
"Kepler-82 e","Kepler-82",,5
"TOI-5398 b","TOI-5398",,2
"TOI-5398 c","TOI-5398",,2
"Kepler-247 b","Kepler-247",,3
"Kepler-83 c","Kepler-83",,3
"Kepler-249 d","Kepler-249",,3
"TOI-5422 b","TOI-5422",,1
"KOI-94 d","KOI-94",,4
"Kepler-251 b","Kepler-251",,4
"Kepler-254 d","Kepler-254",,3
"Kepler-31 d","Kepler-31",,3
"Kepler-32 d","Kepler-32",,5
"Kepler-42 d","Kepler-42",,3
"Kepler-286 d","Kepler-286",,4
"TOI-5489 b","TOI-5489",,2
"Kepler-296 b","Kepler-296",,5
"Kepler-1731 b","Kepler-1731",,1
"Kepler-63 b","Kepler-63",,1
"Kepler-253 b","Kepler-253",,3
"TOI-5542 b","TOI-5542",,1
"Kepler-603 c","Kepler-603",,3
"TOI-5573 b","TOI-5573",,1
"KOI-351 g","KOI-351",,8
"Kepler-11 b","Kepler-11",,6
"TOI-5592 b","TOI-5592",,1
"Kepler-18 b","Kepler-18",,3
"TOI-5616 b","TOI-5616",,1
"Kepler-20 e","Kepler-20",,6
"KOI-351 d","KOI-351",,8
"TOI-5634 A b","TOI-5634 A",,1
"Kepler-16 b","Kepler-16",,1
"Kepler-908 b","Kepler-908",,1
"TOI-5678 b","TOI-5678",,1
"Kepler-911 b","Kepler-911",,1
"TOI-5688 A b","TOI-5688 A",,1
"HD 23472 f","HD 23472","HIP 17264",5
"HD 23472 d","HD 23472","HIP 17264",5
"Kepler-907 b","Kepler-907",,1
"HD 23472 e","HD 23472","HIP 17264",5
"LHS 1678 d","LHS 1678",,3
"TOI-1260 d","TOI-1260",,3
"OGLE-2019-BLG-0362L b","OGLE-2019-BLG-0362L",,1
"KMT-2021-BLG-0171L b","KMT-2021-BLG-0171L",,1
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",,1
"TOI-5704 b","TOI-5704",,1
"Kepler-912 b","Kepler-912",,1
"TOI-5713 b","TOI-5713",,1
"TOI-5716 b","TOI-5716",,1
"TOI-5720 b","TOI-5720",,1
"TOI-5726.01","TOI-5726",,1
"TOI-5728 b","TOI-5728",,1
"TOI-5736 b","TOI-5736",,1
"Kepler-2000 b","Kepler-2000",,2
"Kepler-913 b","Kepler-913",,2
"GJ 896 A b","GJ 896 A","HIP 116132 A",1
"LP 890-9 c","LP 890-9",,2
"Kepler-312 c","Kepler-312",,2
"Wolf 327 b","Wolf 327",,1
"Kepler-910 b","Kepler-910",,1
"Kepler-914 b","Kepler-914",,1
"HD 105618 b","HD 105618",,2
"HD 105618 c","HD 105618",,2
"HD 109988 b","HD 109988",,1
"HD 110537 b","HD 110537","HIP 62039",1
"Kepler-909 b","Kepler-909",,1
"HD 11112 b","HD 11112",,1
"HD 111232 c","HD 111232","HIP 62534",2
"HD 113337 c","HD 113337","HIP 63584",2
"HD 11343 c","HIP 8541","HIP 8541",2
"HD 11505 b","HD 11505",,1
"HD 11506 d","HD 11506","HIP 8770",3
"HD 122562 c","HD 122562",,1
"HD 125271 b","HD 125271",,1
"HD 127506 b","HD 127506","HIP 70950",1
"HD 135872 b","HD 135872",,1
"HD 136118 b","HD 136118","HIP 74948",1
"HD 13724 c","HD 13724",,1
"HD 140901 b","HD 140901","HIP 77358",2
"HD 140901 c","HD 140901","HIP 77358",2
"HD 142 A d","HD 142","HIP 522",3
"HD 144899 b","HD 144899",,1
"HD 149806 b","HD 149806","HIP 81375",1
"HD 151450 b","HD 151450",,2
"HD 151450 c","HD 151450",,2
"HD 153557 b","HD 153557","HIP 83020 A",3
"HD 153557 c","HD 153557","HIP 83020 A",3
"HD 153557 d","HD 153557","HIP 83020 A",3
"HD 155918 b","HD 155918","HIP 84988",2
"HD 155918 c","HD 155918","HIP 84988",2
"HD 156098 b","HD 156098",,2
"HD 156098 c","HD 156098",,2
"HD 168863 b","HD 168863","HIP 90055",1
"HD 16905 b","HD 16905","HIP 12436",1
"HD 18143 b","HD 18143","HIP 13642 A",2
"HD 18143 c","HD 18143","HIP 13642 A",2
"Kepler-915 b","Kepler-915",,1
"HD 188641 b","HD 188641",,1
"HD 190228 b","HD 190228","HIP 98714",1
"HD 194490 b","HD 194490",,1
"HD 199509 b","HD 199509","HIP 104436",1
"HD 204313 e","HD 204313","HIP 106006",3
"HD 205158 b","HD 205158",,1
"HD 213519 b","HD 213519",,1
"HD 217786 c","HD 217786","HIP 113834",2
"HD 217958 b","HD 217958",,1
"HD 25912 b","HD 25912",,2
"Kepler-916 b","Kepler-916",,1
"HD 25912 c","HD 25912",,2
"HD 28185 c","HD 28185","HIP 20723",2
"HD 28192 b","HD 28192",,1
"HD 29985 b","HD 29985","HIP 21865",1
"HD 43197 c","HD 43197","HIP 29550",2
"HD 457 b","HD 457",,1
"HD 56957 b","HD 56957",,1
"HD 62364 b","HD 62364","HIP 36941",2
"HD 62364 c","HD 62364","HIP 36941",2
"HD 62549 b","HD 62549",,1
"Kepler-50 b","Kepler-50",,2
"HD 72659 c","HD 72659","HIP 42030",2
"HD 73267 c","HD 73267","HIP 42202",2
"HD 80883 b","HD 80883",,1
"HD 80913 b","HD 80913",,1
"HD 81817 c","HD 81817","HIP 47193",2
"HD 86065 b","HD 86065",,1
"HD 88072 b","HD 88072",,1
"HD 93351 b","HD 93351",,2
"HD 93351 c","HD 93351",,2
"HD 97037 b","HD 97037",,1
"GJ 2030 b","GJ 2030",,2
"GJ 2030 c","GJ 2030",,2
"GJ 3222 b","GJ 3222","HIP 15799",1
"GJ 680 b","GJ 680","HIP 86057",1
"GJ 9714 b","GJ 9714","HIP 103768",1
"HD 115404 A b","HD 115404 A","HIP 64797 A",2
"HD 115404 A c","HD 115404 A","HIP 64797 A",2
"HD 12235 b","HD 12235",,2
"HD 12235 c","HD 12235",,2
"HD 203387 b","HD 203387",,2
"Kepler-408 b","Kepler-408",,1
"HD 203387 c","HD 203387",,2
"HIP 19976 b","HIP 19976","HIP 19976",1
"HIP 35965 b","HIP 35965","HIP 35965",1
"HIP 55507 b","HIP 55507","HIP 55507",1
"HIP 948 b","HIP 948","HIP 948",1
"OGLE-2019-BLG-1470L AB c","OGLE-2019-BLG-1470L A",,1
"TOI-5786 b","TOI-5786",,1
"TOI-5788 c","TOI-5788",,2
"TOI-5788 b","TOI-5788",,2
"TOI-5795 b","TOI-5795",,1
"TOI-5799 b","TOI-5799",,2
"TOI-5800 b","TOI-5800",,1
"HD 184010 b","HD 184010",,3
"HD 184010 c","HD 184010",,3
"HD 184010 d","HD 184010",,3
"KIC 3526061 b","KIC 3526061",,1
"NGTS-21 b","NGTS-21",,1
"KMT-2021-BLG-1898L b","KMT-2021-BLG-1898L",,1
"HD 3167 e","HD 3167","HIP 2736",4
"TOI-5803 b","TOI-5803",,1
"Kepler-76 b","Kepler-76",,1
"TOI-5817 b","TOI-5817","HIP 106097",1
"TOI-969 c","TOI-969",,2
"OGLE-2017-BLG-1691L b","OGLE-2017-BLG-1691L",,1
"KMT-2021-BLG-0320L b","KMT-2021-BLG-0320L",,1
"KMT-2021-BLG-1303L b","KMT-2021-BLG-1303L",,1
"KMT-2021-BLG-1554L b","KMT-2021-BLG-1554L",,1
"Kepler-1762 b","Kepler-1762",,1
"HD 206893 b","HD 206893",,2
"K2-411 b","K2-411",,1
"K2-413 b","K2-413",,2
"K2-413 c","K2-413",,2
"K2-414 c","K2-414",,2
"K2-414 b","K2-414",,2
"K2-412 b","K2-412",,1
"Kepler-1712 b","Kepler-1712",,1
"Kepler-923 b","Kepler-923",,1
"NGTS-23 b","NGTS-23",,1
"NGTS-25 b","NGTS-25",,1
"HD 191939 g","HD 191939","HIP 99175",6
"TOI-5882 b","TOI-5882",,1
"Kepler-924 b","Kepler-924",,1
"Kepler-1763 b","Kepler-1763",,1
"Kepler-4 b","Kepler-4",,1
"Kepler-925 b","Kepler-925",,1
"HD 167768 b","HD 167768",,1
"HD 114082 b","HD 114082","HIP 64184",1
"KMT-2021-BLG-0119L b","KMT-2021-BLG-0119L",,1
"KMT-2021-BLG-0192L b","KMT-2021-BLG-0192L",,1
"KMT-2021-BLG-2294L b","KMT-2021-BLG-2294L",,1
"MOA-2019-BLG-008L b","MOA-2019-BLG-008L",,1
"HD 206893 c","HD 206893",,2
"Kepler-926 b","Kepler-926",,1
"TOI-1136 b","TOI-1136",,6
"TOI-1136 g","TOI-1136",,6
"TOI-6000 b","TOI-6000",,1
"TOI-6002 b","TOI-6002",,1
"TOI-6008 b","TOI-6008",,1
"KMT-2017-BLG-0673L b","KMT-2017-BLG-0673L",,1
"KMT-2019-BLG-0414L b","KMT-2019-BLG-0414L",,1
"GJ 1002 b","GJ 1002",,2
"GJ 1002 c","GJ 1002",,2
"KMT-2021-BLG-0240L b","KMT-2021-BLG-0240L",,1
"TOI-6016 b","TOI-6016",,1
"OGLE-2006-BLG-284L A b","OGLE-2006-BLG-284L A",,1
"KMT-2021-BLG-1077L b","KMT-2021-BLG-1077L",,2
"KMT-2021-BLG-1077L c","KMT-2021-BLG-1077L",,2
"MOA-2020-BLG-135L b","MOA-2020-BLG-135L",,1
"Kepler-138 e","Kepler-138",,4
"TOI-1288 c","TOI-1288",,2
"nu Oct A b","nu Oct A","HIP 107089",1
"GJ 1151 c","GJ 1151",,1
"Proxima Cen d","Proxima Cen","HIP 70890",2
"TOI-6029 b","TOI-6029",,1
"TOI-6034 b","TOI-6034",,1
"TOI-6038 A b","TOI-6038 A",,1
"Kepler-927 b","Kepler-927",,1
"TOI-6041 b","TOI-6041",,2
"OGLE-2019-BLG-0468L b","OGLE-2019-BLG-0468L",,2
"OGLE-2019-BLG-0468L c","OGLE-2019-BLG-0468L",,2
"TOI-1669 b","TOI-1669",,2
"TOI-1694 c","TOI-1694",,2
"KMT-2017-BLG-1194L b","KMT-2017-BLG-1194L",,1
"KMT-2017-BLG-0428L b","KMT-2017-BLG-0428L",,1
"KMT-2019-BLG-1806L b","KMT-2019-BLG-1806L",,1
"KMT-2017-BLG-1003L b","KMT-2017-BLG-1003L",,1
"KMT-2019-BLG-1367L b","KMT-2019-BLG-1367L",,1
"OGLE-2017-BLG-1806L b","OGLE-2017-BLG-1806L",,1
"KMT-2016-BLG-1105L b","KMT-2016-BLG-1105L",,1
"OGLE-2019-BLG-1053L b","OGLE-2019-BLG-1053L",,1
"KMT-2019-BLG-0253L b","KMT-2019-BLG-0253L",,1
"OGLE-2018-BLG-0506L b","OGLE-2018-BLG-0506L",,1
"Kepler-1764 b","Kepler-1764",,1
"OGLE-2018-BLG-0516L b","OGLE-2018-BLG-0516L",,1
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L",,1
"OGLE-2018-BLG-0977L b","OGLE-2018-BLG-0977L",,1
"KMT-2019-BLG-0953L b","KMT-2019-BLG-0953L",,1
"OGLE-2016-BLG-1093L b","OGLE-2016-BLG-1093L",,1
"KMT-2021-BLG-1391L b","KMT-2021-BLG-1391L",,1
"KMT-2021-BLG-1253L b","KMT-2021-BLG-1253L",,1
"KMT-2021-BLG-1372L b","KMT-2021-BLG-1372L",,1
"KMT-2021-BLG-0748L b","KMT-2021-BLG-0748L",,1
"KMT-2019-BLG-1042L b","KMT-2019-BLG-1042L",,1
"KMT-2019-BLG-1552L b","KMT-2019-BLG-1552L",,1
"KMT-2019-BLG-2974L b","KMT-2019-BLG-2974L",,1
"Kepler-928 b","Kepler-928",,1
"TOI-6054.01","TOI-6054","HIP 17540",2
"TOI-6054.02","TOI-6054","HIP 17540",2
"Kepler-929 b","Kepler-929",,1
"Wolf 1069 b","Wolf 1069",,1
"L 363-38 b","L 363-38",,1
"AF Lep b","AF Lep","HIP 25486",1
"GJ 463 b","GJ 463","HIP 60398",1
"TIC 279401253 b","TIC 279401253",,2
"TIC 279401253 c","TIC 279401253",,2
"HD 169142 b","HD 169142",,1
"OGLE-2018-BLG-0799L b","OGLE-2018-BLG-0799L",,1
"TOI-6086 b","TOI-6086",,1
"HD 18438 b","HD 18438","HIP 14417",1
"TOI-1338 c","TOI-1338 A",,2
"Kepler-314 c","Kepler-314",,2
"KMT-2021-BLG-0712L b","KMT-2021-BLG-0712L",,1
"KMT-2021-BLG-0909L b","KMT-2021-BLG-0909L",,1
"KMT-2021-BLG-2478L b","KMT-2021-BLG-2478L",,1
"KMT-2021-BLG-1105L b","KMT-2021-BLG-1105L",,1
"K2-415 b","K2-415",,1
"WASP-84 c","WASP-84",,2
"TOI-6109 c","TOI-6109",,2
"PZ Tel b","PZ Tel","HIP 92680",1
"KMT-2018-BLG-0030L b","KMT-2018-BLG-0030L",,1
"KMT-2018-BLG-0087L b","KMT-2018-BLG-0087L",,1
"KMT-2018-BLG-0247L b","KMT-2018-BLG-0247L",,1
"Kepler-930 b","Kepler-930",,1
"OGLE-2018-BLG-0298L b","OGLE-2018-BLG-0298L",,1
"KMT-2018-BLG-2602L b","KMT-2018-BLG-2602L",,1
"OGLE-2018-BLG-1119L b","OGLE-2018-BLG-1119L",,1
"WASP-149 b","WASP-149",,1
"TOI-6130 b","TOI-6130",,1
"WASP-155 b","WASP-155",,1
"Kepler-931 b","Kepler-931",,1
"WASP-102 b","WASP-102",,1
"Kepler-485 b","Kepler-485",,1
"Kepler-1650 b","Kepler-1650",,1
"Kepler-1765 b","Kepler-1765",,1
"Kepler-1670 b","Kepler-1670",,1
"Kepler-932 b","Kepler-932",,1
"TOI-6223 b","TOI-6223",,1
"Kepler-315 b","Kepler-315",,2
"Gliese 12 b","Gliese 12",,1
"TOI-6255 b","TOI-6255",,1
"Kepler-933 b","Kepler-933",,1
"HIP 99770 b","HIP 99770","HIP 99770",1
"Kepler-68 e","Kepler-68",,4
"Kepler-454 d","Kepler-454",,3
"K2-312 c","HD 80653",,2
"Kepler-10 d","Kepler-10",,3
"Kepler-934 b","Kepler-934",,1
"Kepler-104 c","Kepler-104",,3
"Kepler-507 b","Kepler-507",,1
"K2-2016-BLG-0005L b","K2-2016-BLG-0005L",,1
"WISE J033605.05-014350.4 b","WISE J033605.05-014350.4",,1
"OGLE-2018-BLG-1126L b","OGLE-2018-BLG-1126L",,1
"OGLE-2018-BLG-1647L b","OGLE-2018-BLG-1647L",,1
"OGLE-2018-BLG-1367L b","OGLE-2018-BLG-1367L",,1
"OGLE-2018-BLG-0932L b","OGLE-2018-BLG-0932L",,1
"OGLE-2018-BLG-1212L b","OGLE-2018-BLG-1212L",,1
"TOI-815 c","TOI-815",,2
"WASP-193 b","WASP-193",,1
"Kepler-316 c","Kepler-316",,2
"HD 101581 c","HIP 56998","HIP 56998",2
"HD 101581 b","HIP 56998","HIP 56998",2
"LP 791-18 d","LP 791-18",,3
"Kepler-1766 b","Kepler-1766",,1
"TOI-6303 b","TOI-6303",,1
"Kepler-935 b","Kepler-935",,1
"Kepler-936 b","Kepler-936",,1
"Kepler-937 b","Kepler-937",,2
"TOI-6324 b","TOI-6324",,1
"TOI-6330 b","TOI-6330",,1
"Kepler-1767 b","Kepler-1767",,1
"Kepler-938 b","Kepler-938",,1
"Kepler-939 b","Kepler-939",,1
"Kepler-940 b","Kepler-940",,1
"TOI-6383 A b","TOI-6383 A",,1
"Kepler-941 b","Kepler-941",,1
"Kepler-917 b","Kepler-917",,1
"TOI-6420 b","TOI-6420",,1
"NGTS-33 b","NGTS-33",,1
"TOI-6448 b","TOI-6448",,1
"Kepler-918 b","Kepler-918",,1
"KMT-2022-BLG-0440L b","KMT-2022-BLG-0440L",,1
"KMT-2019-BLG-0298L b","KMT-2019-BLG-0298L",,1
"KMT-2019-BLG-1216L b","KMT-2019-BLG-1216L",,1
"KMT-2019-BLG-2783L b","KMT-2019-BLG-2783L",,1
"OGLE-2019-BLG-0249L b","OGLE-2019-BLG-0249L",,1
"OGLE-2019-BLG-0679L b","OGLE-2019-BLG-0679L",,1
"HD 207496 b","HD 207496","HIP 108162 A",1
"Kepler-919 b","Kepler-919",,1
"K2-416 b","K2-416",,1
"K2-417 b","K2-417",,1
"MOA-2020-BLG-208L b","MOA-2020-BLG-208L",,1
"HD 167677 b","HD 167677","HIP 89583",1
"HD 89839 b","HD 89839","HIP 50653",1
"HD 165131 b","HD 165131","HIP 88595",1
"HD 15906 c","HD 15906",,2
"TOI-4010 e","TOI-4010",,4
"GJ 328 c","GJ 328","HIP 43790",2
"HIP 54597 b","HIP 54597","HIP 54597",1
"BD-210397 b","BD-210397","HIP 10337",2
"BD-210397 c","BD-210397","HIP 10337",2
"HD 74698 b","HD 74698","HIP 42532",2
"HD 74698 c","HD 74698","HIP 42532",2
"HD 94771 b","HD 94771","HIP 53437",1
"TOI-2018 b","TOI-2018","HIP 74981",1
"Kepler-1759 b","Kepler-1759",,1
"TOI-6478 b","TOI-6478",,1
"Kepler-313 b","Kepler-313",,2
"Kepler-1760 b","Kepler-1760",,1
"Kepler-1761 b","Kepler-1761",,1
"Kepler-920 b","Kepler-920",,2
"Kepler-921 b","Kepler-921",,1
"rho CrB d","rho CrB","HIP 78459",4
"rho CrB e","rho CrB","HIP 78459",4
"TOI-1634 c","TOI-1634",,2
"HD 22946 d","HD 22946","HIP 17047",3
"HIP 81208 C b","HIP 81208 C","HIP 81208 C",1
"MOA-2022-BLG-249L b","MOA-2022-BLG-249L",,1
"DMPP-4 b","DMPP-4","HIP 96258",1
"TOI-1470 c","TOI-1470",,2
"GJ 367 c","GJ 367","HIP 47780",3
"GJ 367 d","GJ 367","HIP 47780",3
"HN Lib b","HN Lib","HIP 71253",1
"TOI-1052 c","TOI-1052",,2
"HD 6860 b","HD 6860","HIP 5447",1
"HD 112300 b","HD 112300","HIP 63090",1
"TOI-6109 b","TOI-6109",,2
"Kepler-922 b","Kepler-922",,1
"Kepler-943 b","Kepler-943",,1
"Kepler-945 b","Kepler-945",,1
"HD 36384 b","HD 36384","HIP 26638",1
"MWC 758 c","MWC 758","HIP 25793",1
"Kepler-944 b","Kepler-944",,1
"TOI-4600 c","TOI-4600",,2
"Kepler-942 b","Kepler-942",,1
"Kepler-120 c","Kepler-120",,2
"TOI-6628 b","TOI-6628",,1
"TOI-198 b","TOI-198","HIP 738",1
"HD 73256 c","HD 73256","HIP 42214",1
"HD 75302 b","HD 75302","HIP 43297",1
"HD 108202 b","HD 108202","HIP 60648",1
"HD 135625 b","HD 135625","HIP 74856",1
"HD 185283 b","HD 185283","HIP 96861",1
"GJ 9404 b","GJ 9404","HIP 60093",1
"HIP 29442 c","TOI-469","HIP 29442",3
"HIP 29442 d","TOI-469","HIP 29442",3
"KMT-2021-BLG-2010L b","KMT-2021-BLG-2010L",,1
"KMT-2022-BLG-0371L b","KMT-2022-BLG-0371L",,1
"KMT-2022-BLG-1013L b","KMT-2022-BLG-1013L",,1
"Kepler-1651 b","Kepler-1651",,1
"HD 99492 c","HD 99492","HIP 55848",2
"75 Cet c","75 Cet","HIP 11791",2
"HIP 113103 b","HIP 113103","HIP 113103",2
"HIP 113103 c","HIP 113103","HIP 113103",2
"HAT-P-2 c","HAT-P-2","HIP 80076",2
"TOI-199 c","TOI-199",,2
"TOI-6651 b","TOI-6651",,1
"Kepler-1777 b","Kepler-1777",,1
"NGTS-35 b","NGTS-35",,1
"Kepler-1034 b","Kepler-1034",,1
"TOI-6692 b","TOI-6692",,1
"TOI-6695 b","TOI-6695",,2
"Kepler-109 c","Kepler-109",,2
"Kepler-1978 b","Kepler-1978",,1
"Kepler-951 b","Kepler-951",,1
"Kepler-323 c","Kepler-323",,2
"TOI-6716 b","TOI-6716",,1
"HIP 66074 b","HIP 66074","HIP 66074",1
"Kepler-1513 c","Kepler-1513",,2
"GJ 724 b","GJ 724","HIP 91608",1
"GJ 3988 b","GJ 3988",,1
"AU Mic e","AU Mic","HIP 102409",4
"Kepler-1773 b","Kepler-1773",,1
"Kepler-1024 b","Kepler-1024",,1
"Kepler-967 b","Kepler-967",,2
"Kepler-49 c","Kepler-49",,4
"Kepler-975 b","Kepler-975",,2
"Kepler-1775 b","Kepler-1775",,1
"TOI-1736 c","TOI-1736",,2
"AU Mic d","AU Mic","HIP 102409",4
"GJ 806 b","GJ 806","HIP 102401",2
"GJ 806 c","GJ 806","HIP 102401",2
"HD 110067 b","HD 110067",,6
"HD 110067 c","HD 110067",,6
"HD 110067 d","HD 110067",,6
"HD 110067 e","HD 110067",,6
"HD 110067 f","HD 110067",,6
"HD 110067 g","HD 110067",,6
"HD 88986 b","HD 88986","HIP 50316",1
"HD 112570 b","HD 112570","HIP 63211",1
"HD 154391 b","HD 154391","HIP 83289",1
"LHS 3154 b","LHS 3154",,1
"TOI-544 c","TOI-544",,2
"Kepler-317 b","Kepler-317",,2
"KMT-2021-BLG-1547L b","KMT-2021-BLG-1547L",,1
"KMT-2021-BLG-1770L b","KMT-2021-BLG-1770L",,1
"HD 63433 d","HD 63433","HIP 38228",3
"OGLE-2019-BLG-1180L b","OGLE-2019-BLG-1180L",,1
"Kepler-995 b","Kepler-995",,1
"KMT-2018-BLG-0885L b","KMT-2018-BLG-0885L",,1
"KMT-2019-BLG-0297L b","KMT-2019-BLG-0297L",,1
"KMT-2019-BLG-0335L b","KMT-2019-BLG-0335L",,1
"GJ 341 b","GJ 341","HIP 45908",1
"Kepler-48 c","Kepler-48",,5
"Kepler-1053 b","Kepler-1053",,1
"TIC 393818343 b","TIC 393818343",,1
"TOI-6894 b","TOI-6894",,1
"TOI-1386 c","TOI-1386",,2
"TOI-238 c","TOI-238",,2
"Kepler-48 f","Kepler-48",,5
"Kepler-100 e","Kepler-100",,4
"Kepler-139 e","Kepler-139",,5
"HD 134606 b","HD 134606","HIP 74653",5
"HD 134606 c","HD 134606","HIP 74653",5
"HD 134606 d","HD 134606","HIP 74653",5
"Kepler-1772 b","Kepler-1772",,1
"HD 134606 e","HD 134606","HIP 74653",5
"HD 134606 f","HD 134606","HIP 74653",5
"Teegarden's Star d","Teegarden's Star",,3
"Kepler-416 b","Kepler-416",,3
"Kepler-331 b","Kepler-331",,3
"Kepler-1671 b","Kepler-1671",,1
"HS Psc b","HS Psc",,1
"NGC 2682 Sand 1429 b","NGC 2682 Sand 1429",,1
"CI Tau c","CI Tau",,1
"Kepler-487 d","Kepler-487",,3
"Kepler-1060 b","Kepler-1060",,1
"HD 104067 c","HD 104067","HIP 58451",2
"Luhman 16 b","Luhman 16 A",,1
"KMT-2021-BLG-1150L b","KMT-2021-BLG-1150L",,1
"M62H b","M62H",,1
"Kepler-350 c","Kepler-350",,3
"OGLE-2017-BLG-0640L b","OGLE-2017-BLG-0640L",,1
"OGLE-2017-BLG-1275L b","OGLE-2017-BLG-1275L",,1
"OGLE-2017-BLG-1237L b","OGLE-2017-BLG-1237L",,1
"IRAS 04125+2902 b","IRAS 04125+2902",,1
"Kepler-319 c","Kepler-319",,3
"HIP 39017 b","HIP 39017","HIP 39017",1
"KMT-2023-BLG-0416L b","KMT-2023-BLG-0416L",,1
"KMT-2023-BLG-1454L b","KMT-2023-BLG-1454L",,1
"KMT-2023-BLG-1642L b","KMT-2023-BLG-1642L",,1
"2MASS J11550485-7919108 b","2MASS J11550485-7919108",,1
"2MASS J21252752-8138278 b","2MASS J21252752-8138278",,1
"Kepler-1042 b","Kepler-1042",,1
"2MASS J03590986+2009361 b","2MASS J03590986+2009361",,1
"ITG 15 b","ITG 15 A",,1
"G 196-3 b","G 196-3",,1
"Kepler-1026 b","Kepler-1026",,1
"2MASS J11011926-7732383 b","2MASS J11011926-7732383",,1
"HIP 77900 b","HIP 77900","HIP 77900",1
"TIC 139270665 b","TIC 139270665",,2
"TIC 139270665 c","TIC 139270665",,2
"2MASS J0249-0557 c","2MASS J0249-0557 A",,1
"SPECULOOS-3 b","SPECULOOS-3",,1
"TOI-1224 b","TOI-1224",,2
"TOI-1224 c","TOI-1224",,2
"UCAC3 113-933 b","UCAC3 113-933",,1
"UCAC4 328-061594 b","UCAC4 328-061594",,1
"GJ 900 b","GJ 900 A","HIP 116384",1
"NGTS-26 b","NGTS-26",,1
"TOI-1450 A c","TOI-1450 A",,2
"MOA-2022-BLG-563L b","MOA-2022-BLG-563L",,1
"KMT-2023-BLG-0469L b","KMT-2023-BLG-0469L",,1
"KMT-2023-BLG-0735L b","KMT-2023-BLG-0735L",,1
"HD 284149 AB b","HD 284149 A","HIP 19176",1
"TOI-4527.01","TOI-4527","HIP 6069",1
"Kepler-1032 b","Kepler-1032",,1
"Kepler-328 c","Kepler-328",,2
"Kepler-11 d","Kepler-11",,6
"OGLE-2023-BLG-0836L b","OGLE-2023-BLG-0836L",,1
"TIC 365102760 b","TIC 365102760",,1
"KMT-2023-BLG-1431L b","KMT-2023-BLG-1431L",,1
"OGLE-2014-BLG-0221L b","OGLE-2014-BLG-0221L",,1
"HD 48948 b","HD 48948","HIP 32769",3
"HD 48948 c","HD 48948","HIP 32769",3
"HD 48948 d","HD 48948","HIP 32769",3
"TIC 241249530 b","TIC 241249530",,1
"TIC 46432937 b","TIC 46432937",,1
"TOI-1294 c","TOI-1294",,2
"Kepler-1017 b","Kepler-1017",,1
"TOI-1410 c","TOI-1410",,2
"Gaia22dkvL b","Gaia22dkvL",,1
"TOI-1408 c","TOI-1408",,2
"GJ 238 b","GJ 238","HIP 31300",1
"HD 118203 c","HD 118203","HIP 66192",2
"Kepler-974 b","Kepler-974",,2
"OGLE-2017-BLG-0448L b","OGLE-2017-BLG-0448L",,1
"TIC 4672985 b","TIC 4672985",,1
"TOI-7041 b","TOI-7041",,1
"Kepler-955 b","Kepler-955",,1
"HD 21520 b","HD 21520","HIP 16038",1
"HD 222237 b","HD 222237","HIP 116745",1
"TOI-4562 c","TOI-4562",,2
"HIP 67522 c","HIP 67522","HIP 67522",2
"TOI-5489 c","TOI-5489",,2
"Barnard b","Barnard's star","HIP 87937",4
"OGLE-2016-BLG-1598L b","OGLE-2016-BLG-1598L",,1
"OGLE-2016-BLG-1800L b","OGLE-2016-BLG-1800L",,1
"MOA-2016-BLG-526L b","MOA-2016-BLG-526L",,1
"KMT-2016-BLG-2321L b","KMT-2016-BLG-2321L",,1
"KMT-2023-BLG-1866L b","KMT-2023-BLG-1866L",,1
"HD 75898 c","HD 75898","HIP 43674",2
